# Layer 1 Moyo/Invasion calibration table
# generated_utc=2026-03-13T04:33:29.858151+00:00
# motifs=moyo,invasion tail_moves=15 visits=5
# files_processed=45 files_skipped_no_moves=0 rows=506

motif    | sgf            | mode         | move | clr | coord | dscore | dwr_pct | prank | pprob | own_here | entered | moyo | dmoyo | near_f | adj_f | adj_e | self_lib | enemy_lib | triggers                                                              
moyo     | moyo8.sgf      | game_tail    | 26   | W   | C4    | 0.01   | 0.17    | 0     | 0.515 | -0.898   | N       | 26   | 18    | 1      | 1     | 0     | 5        | 0         | moyo_formed                                                           
moyo     | moyo8.sgf      | game_tail    | 27   | B   | M8    | -0.59  | -5.66   | 4     | 0.000 | 0.768    | N       | 9    | -17   | 0      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo9.sgf      | game_tail    | 54   | W   | P8    | -2.54  | -11.22  | 2     | 0.000 | -0.798   | N       | 50   | 20    | 6      | 1     | 1     | 5        | 3         | moyo_formed                                                           
moyo     | moyo9.sgf      | game_tail    | 55   | B   | M7    | -0.87  | -2.84   | 2     | 0.140 | 0.775    | N       | 30   | -20   | 2      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo9.sgf      | game_tail    | 56   | W   | P2    | -1.45  | -3.77   | 2     | 0.000 | -0.191   | N       | 48   | 18    | 1      | 0     | 0     | 4        | 0         | moyo_formed                                                           
moyo     | moyo9.sgf      | game_tail    | 57   | B   | O2    | -0.04  | -0.71   | 0     | 0.451 | 0.915    | N       | 35   | -13   | 2      | 0     | 1     | 3        | 3         | -                                                                     
moyo     | moyo9.sgf      | game_tail    | 58   | W   | S4    | -1.01  | -2.34   | 2     | 0.000 | -0.449   | N       | 48   | 13    | 3      | 0     | 0     | 4        | 0         | moyo_formed                                                           
moyo     | moyo9.sgf      | game_tail    | 59   | B   | S5    | 0.52   | 1.16    | 0     | 0.875 | 0.954    | N       | 41   | -7    | 3      | 2     | 1     | 5        | 3         | connection_attempt                                                    
moyo     | moyo9.sgf      | game_tail    | 60   | W   | P3    | -0.10  | -0.54   | 0     | 0.568 | -0.596   | N       | 47   | 6     | 2      | 1     | 0     | 5        | 0         | -                                                                     
moyo     | moyo9.sgf      | game_tail    | 61   | B   | O3    | -0.53  | -1.14   | 0     | 0.983 | 0.965    | N       | 38   | -9    | 3      | 2     | 1     | 6        | 4         | connection_attempt                                                    
moyo     | moyo9.sgf      | game_tail    | 62   | W   | S2    | -0.46  | -1.13   | 1     | 0.198 | -0.710   | N       | 46   | 8     | 2      | 0     | 0     | 4        | 0         | moyo_formed                                                           
moyo     | moyo9.sgf      | game_tail    | 63   | B   | D18   | -0.40  | -0.18   | 3     | 0.000 | 0.394    | N       | 41   | -5    | 1      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo9.sgf      | game_tail    | 64   | W   | E18   | -0.34  | -0.49   | 1     | 0.394 | -0.949   | N       | 48   | 7     | 1      | 1     | 1     | 5        | 3         | -                                                                     
moyo     | moyo9.sgf      | game_tail    | 65   | B   | L10   | -1.42  | -2.74   | 2     | 0.160 | 0.654    | N       | 43   | -5    | 1      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo9.sgf      | game_tail    | 66   | W   | N7    | -0.96  | -2.08   | 1     | 0.157 | -0.161   | N       | 46   | 3     | 2      | 0     | 1     | 3        | 3         | -                                                                     
moyo     | moyo9.sgf      | game_tail    | 67   | B   | N6    | -0.10  | -0.80   | 0     | 0.648 | 0.976    | N       | 44   | -2    | 3      | 1     | 1     | 5        | 2         | -                                                                     
moyo     | moyo9.sgf      | game_tail    | 68   | W   | J10   | -1.76  | -2.35   | 1     | 0.000 | -0.658   | N       | 48   | 4     | 0      | 0     | 0     | 4        | 0         | -                                                                     
